test_id,number,problem,choice_1,choice_2,choice_3,choice_4,choice_5,answer
KSAT_2021_04_고3_한국지리,5,[MultiModal] 다음은 통일교육주간을 맞이하여 실시한 온라인 수업 장면의 일부이다. 답글의 내용이 옳은 학생만을 고른 것은? [3점],"갑, 을","갑, 병","을, 병","을, 정","병, 정",2
KSAT_2021_04_고3_한국지리,6,"[MultiModal] 다음은 전통 촌락을 배경으로 한 영화 시나리오의 일부이다. ㉠에 대한 ㉡ 촌락의 상대적 특징을 그림의 A~E에서 고른 것은? (단, ㉠, ㉡은 각각 산촌, 집촌 중 하나임.)",A,B,C,D,E,1
KSAT_2021_04_고3_한국지리,7,"[MultiModal] 다음 자료는 학생이 제작한 지역 이미지 카드이다. (가), (나)에 해당하는 지역을 지도의 A~D에서 고른 것은? [3점]","(가) A, (나) B","(가) A, (나) D","(가) C, (나) A","(가) C, (나) B","(가) D, (나) C",4
KSAT_2021_04_고3_한국지리,9,[MultiModal] 그래프의 (가) ~ (다)에 해당하는 지역으로 옳은 것은? [3점],"(가) 대전, (나) 세종, (다) 충남","(가) 대전, (나) 충남, (다) 세종","(가) 세종, (나) 대전, (다) 충남","(가) 세종, (나) 충남, (다) 대전","(가) 충남, (나) 대전, (다) 세종",3
KSAT_2021_04_고3_한국지리,10,"[MultiModal] 다음은 한국지리 수업 장면이다. 발표 내용이 옳은 학생만을 고른 것은? (단, (가), (나)는 각각 최종 빙기, 후빙기 중 하나임.) [3점]","갑, 을","갑, 병","을, 병","을, 정","병, 정",5
KSAT_2021_04_고3_한국지리,11,"[MultiModal] 다음 자료의 (가), (나)에 해당하는 지역을 지도의 A~D에서 고른 것은? [3점]","(가) A, (나) C","(가) A, (나) D","(가) B, (나) C","(가) B, (나) D","(가) D, (나) C",3
KSAT_2021_04_고3_한국지리,13,[MultiModal] 그래프는 지도에 표시된 네 지역의 기후 자료이다. (가)~(라) 지역에 대한 설명으로 옳은 것은? [3점],(가)는 (다)보다 해발 고도가 높다.,(나)는 (다)보다 고위도에 위치한다.,(다)는 (라)보다 무상 기간이 길다.,(라)는 (나)보다 기온의 연교차가 크다.,"(가), (다)는 모두 해안에 위치한다.",2
KSAT_2021_04_고3_한국지리,15,"다음 자료는 서로 다른 두 시기의 인구 관련 신문 기사이다. (가)에 대한 (나) 시기의 상대적 특징으로 옳은 것은?
(가) □□신문 ○○○○년 ○월 ○일 늘어나는 입, 모자라는 땅 우리나라의 인구는 지난 5년간 매년 약 70만 명씩 증가하였다. 이러한 급격한 인구 증가로 인해 식량 및 주택 부족 현상이 더욱 심화될 전망이다....
(나) ◇◇신문 △△△△년 △월 △일 출산 장려금 지급 확대 올해 우리나라의 합계 출산율은 1.0 미만으로 매우 낮다. 이에 각 지방 자치 단체에서는 출산율을 높이기 위해 출산 장려금 지급을 확대하고 있다....",총인구가 적다.,중위 연령이 낮다.,유소년 부양비가 높다.,평균 초혼 연령이 낮다.,노년층 인구 비율이 높다.,5
KSAT_2021_04_고3_한국지리,17,"표의 ㉠~㉢에 대한 설명으로 옳지 않은 것은? [3점]
<지리 동아리 답사 계획>
일정 답사 지역 활동 내용
4월 강원도 영월군 ㉠산지 사이를 곡류하는 하천과 하천 주변에 발달한 ㉡하안 단구의 모습 사진 촬영하기
8월 충청북도 단양군 ㉢석회 동굴 내부의 종유석, 석순, 석주 등 다양한 형태의 동굴 생성물 관찰하기
12월 전라남도 구례군 부채 모양의 ㉣선상지를 스케치하고 선정, 선앙, 선단에 해당되는 곳을 표시하기",㉠은 하천의 하류보다 상류에서 주로 나타난다.,㉡에서는 둥근 모양의 자갈이 발견되기도 한다.,㉢은 기반암이 지하에서 용식 작용을 받아 형성된다.,㉣은 하천이 바다로 유입되는 하구에 잘 발달한다.,㉣에서는 용천이 분포하여 취락이 입지한다.,4
KSAT_2021_04_고3_한국지리,18,"[MultiModal] 다음 <조건>만을 고려하여 유치원의 입지를 선정하고자 할 때, 가장 적절한 곳을 후보지 A~E에서 고른 것은?
<조건>
1. 청소년 유해업소 중심으로부터 200m 이상 떨어진 곳에 입지함.
2. 기존 유치원 중심으로부터 400m 이상 떨어진 곳에 입지함.
3. 간선 도로로부터 200m 이내에 입지함.
4. 주거 용지에 입지함.",A,B,C,D,E,4
KSAT_2021_04_고3_한국지리,20,"[MultiModal] 지도는 세 제조업의 종사자 수 상위 3개 지역을 나타낸 것이다. (가) ~ (다) 제조업에 대한 설명으로 옳은 것은? (단, (가) ~ (다)는 각각 기타 운송 장비, 섬유 제품(의복 제외), 전자 부품·컴퓨터·영상·음향 및 통신 장비 제조업 중 하나임.) [3점]",(가)는 많은 부품을 필요로 하는 조립형 제조업이다.,(나)는 공업 입지 유형 중 적환지 지향형에 해당된다.,(가)는 (나)보다 매출액 대비 연구 개발비 비중이 높다.,(나)는 (다)보다 최종 생산품의 무게가 무겁고 부피가 크다.,(다)는 (가)보다 우리나라 공업화를 선도한 시기가 늦다.,5
KSAT_2024_09_고3_경제,1,"다음 자료에 대한 설명으로 옳은 것은? (단, A, B는 각각 가계, 기업 중 하나임.)

경제 주체 A가 생산 요소를 구입하여 생산한 재화와 서비스는 소비의 대상이다. 생산 과정에서 창출되는 부가 가치는 생산 요소를 공급한 경제 주체 B에게 소득의 형태로 분배되고, 이 소득은 소비의 원천이 된다. 이와 같이 민간 경제의 순환에서 생산, 분배, 소비는 서로 밀접하게 연결되어 있다.",A는 생산물 시장의 공급자이다.,B는 이윤 극대화를 추구한다.,학생이 유료로 관람한 영화는 에 해당한다.,은 생산 요소 시장에서 거래된다.,"에는 상품의 저장, 운송, 판매 활동이 포함된다.",4
KSAT_2024_09_고3_경제,2,"다음 자료에 대한 설명으로 옳은 것은? (단, A, B는 각각 시장 경제 체제, 계획 경제 체제 중 하나임.)

<경제 학습지>
◎ 경제 문제의 세 가지 유형
⑦무엇을 얼마나 생산할 것인가?
① 어떻게 생산할 것인가?
누구를 위해 생산할 것인가?
◎ 경제 문제의 해결 방식
A: 정부의 명령과 통제에 의한 경제 문제 해결
B: 시장의 원리에 의한 경제 문제 해결",⑦은 생산물의 종류와 수량의 선택에 대한 문제이다.,은 생산물 분배 방식의 결정에 대한 문제이다.,A에 비해 B에서는 을 해결하는 기준으로 효율성보다 형평성을 중시한다.,B에 비해 A에서는 개인의 자유로운 의사 결정을 강조한다.,A와 B에서는 모두 개별 경제 주체의 사적 이익 추구와 경쟁을 중시한다.,1
KSAT_2024_09_고3_경제,3,"(가)~(다)는 X재 시장 변화 요인이다. 이에 대한 설명으로 옳은 것은? (단, X~Z재는 모두 수요와 공급 법칙을 따르고, Y재와 Z재는 서로 관계가 없음.) [3점]

(가) X재에 함유된 화합물이 알츠하이머병을 예방하는 것으로 밝혀져 X재를 찾는 사람들이 늘어났다.
(나) X재 원료인 Y재에 대한 농약 잔류 허용 기준을 강화하자 Y재 가격이 상승하였다.
(다) X재의 보완재인 Z재 생산이 이상 기온에 따른 한파로 크게 감소하여 Z재 가격이 상승하였다.",(가)는 X재의 수요 감소 요인이다.,(나)는 X재의 공급 증가 요인이다.,(다)만 발생할 경우 X재의 판매 수입은 증가한다.,"(가), (나)가 동시에 발생할 경우 X재의 균형 가격은 상승한다.","(나), (다)가 동시에 발생할 경우 X재의 균형 거래량은 증가한다.",4
KSAT_2024_09_고3_경제,4,"[MultiModal] 그림에 대한 분석 및 추론으로 옳은 것은? (단, 모든 외환 시장은 수요와 공급 법칙을 따르고, 환율 변동 이외의 다른 조건은 고려하지 않음.)

①달러화 대비 우리나라 원화 가치의 변동으로 미국 여행 경비 부담이 감소했어. 미국으로 여행온 우리나라 여행객.
① 엔/달러 환율의 변동으로 미국 유학 학비 부담이 증가했어. 미국으로 유학 온 일본인 유학생.",①⑦은 원/달러 환율 상승을 의미한다.,②의 요인으로 우리나라의 미국에 대한 수출 증가를 들 수 있다.,③의 요인으로 미국인의 일본에 대한 투자 증가를 들 수 있다.,④⑦으로 인해 우리나라로부터 원자재를 수입하는 미국 기업의 비용 부담은 감소할 것이다.,⑤으로 인해 일본 기업의 달러화 표시 외채 상환 부담은 감소할 것이다.,2
KSAT_2024_09_고3_경제,6,"[MultiModal] (가)에 들어갈 수 있는 내용으로 가장 적절한 것은? [3점]

(가)의 사례
갑국 정부는 국민들의 지나친 음주로 인한 사건, 사고를 예방하기 위해서 주류 상품 판매를 금지하였다. 그 결과, 암시장에서 비싼 가격으로 술이 거래되자 많은 사람들이 산업용 알코올로 직접 만든 가짜 술을 마시다가 건강에 치명적인 피해를 입었다. 또한 가정에서 다량의 곡물로 술을 몰래 제조하자, 식량이 부족해지고 곡물 가격은 급등하여 가계 소비가 위축되는 사태가 초래되었다.",정부 실패,독과점 폐해,공유지의 비극,정보의 비대칭성,긍정적 외부 효과,1
KSAT_2024_09_고3_경제,7,"다음 자료에 대한 분석으로 옳은 것은?

표는 X재 시장의 소비자 갑~무가 X재 1개를 구입할 때의 최대 지불 용의 금액과 생산자 A~E가 X재 1개를 판매할 때의 최소 요구 금액을 나타낸다. X재의 시장 가격은 1,100원이다. 단, 소비자는 갑~무, 생산자는 A~E만 존재하고, 각 소비자와 생산자는 거래가 이루어질 경우 최대 1개씩만 거래한다.

소비자: 갑 2,000, 을 1,600, 병 1,200, 정 1,000, 무 800
생산자: A 600, B 800, C 1,000, D 1,300, E 1,600",병과 달리 정은 X재를 구입한다.,시장 거래량은 4개이다.,갑의 소비자 잉여는 A의 생산자 잉여보다 작다.,총잉여는 시장 판매 수입보다 작다.,X재 생산자에게 개당 100원의 보조금을 지급하면 시장 거래량은 1개 증가한다.,4
KSAT_2024_09_고3_경제,8,"[MultiModal] 다음 자료에 대한 분석으로 옳은 것은? [3점]

그림은 t기 갑국의 X재 시장 상황을 나타낸다. t+1기에 X재의 수요량이 모든 가격 수준에서 4만 개씩 증가하였다. t+2기에 갑국 정부는 X재 시장에서 가격을 6달러로 규제하는 실효성 있는 가격 규제 정책을 시행하였다. 단, 공급은 변함이 없고, t+2기의 수요는 t+1기와 동일하며, 가격 규제에 따른 암시장은 발생하지 않는다.",①은 공급자 보호를 목적으로 한다.,t+1기 균형 가격은 t기에 비해 4달러 상승하였다.,t+1기 판매 수입은 t기에 비해 30만 달러 증가하였다.,t+2기 거래량은 t+1기에 비해 2만 개 감소하였다.,t+2기 생산자 잉여는 t+1기에 비해 24만 달러 감소하였다.,5
KSAT_2024_09_고3_경제,11,"[MultiModal] 그림은 갑국의 경제 뉴스이다. 이에 대한 분석 및 추론으로 옳은 것은? (단, 총수요 곡선은 우하향하고, 총공급 곡선은 우상향함.)

최근 가계 소비 위축과 고용 악화가 심각합니다. 이에 대응하기 위한 정부와 중앙은행의 정책 발표를 들어 보겠습니다.
정부: 경제 안정화를 위해 소득세율 변경 등 적극적인 재정 정책을 시행하고자 합니다.
중앙은행: 공개 시장 운영과 여·수신 제도를 통해 통화량을 변화시키고자 합니다.",정부는 소득세율을 인상할 것이다.,정부는 긴축 재정 정책을 실시할 것이다.,중앙은행은 국공채를 매입할 것이다.,중앙은행은 시중 은행에 대한 대출을 축소할 것이다.,중앙은행의 정책 시행으로 통화량은 감소할 것이다.,3
KSAT_2024_09_고3_경제,12,"다음 자료에 대한 분석으로 옳은 것은? [3점]

표는 t년 갑국 A, B지역의 경제 활동 참가율과 고용률을 나타낸다. 저출산 현상으로 인하여 갑국의 15세 이상 인구는 t년 1,000만 명에서 t+20년 800만 명으로 감소하였다. 갑국의 15세 이상 인구에서 A 지역의 15세 이상 인구가 차지하는 비율은 t년 60%에서 t+20년 50%로 감소하였고, t+20년 각 지역의 경제 활동 참가율과 고용률은 t년과 동일하다. 단, 갑국은 A, B지역으로만 구분된다.

구분: A 지역, B 지역
경제 활동 참가율(%): 60, 80
고용률(%): 50, 70",t년 A지역의 실업자 수는 40만 명이다.,t년 B지역의 비경제 활동 인구는 60만 명이다.,t+20년 B지역의 취업자 수는 t년과 같다.,t+20년 A 지역의 실업률은 B지역보다 낮다.,t+20년 갑국 전체의 고용률은 t년보다 낮다.,3
KSAT_2024_09_고3_경제,13,"[MultiModal] 그림은 국민 경제 균형점 E의 변화를 나타낸다. 이에 대한 설명으로 옳은 것은? (단, 총수요 곡선은 우하향하고, 총공급곡선은 우상향함.)",순수출이 증가하고 노동 생산성이 상승하는 것은 (가)의 요인이다.,기업의 투자 지출이 감소하고 수입 원자재 가격이 하락하는 것은 (나)의 요인이다.,(가)로 인해 스태그플레이션이 발생한다.,(나)로 인해 화폐 구매력이 감소한다.,(나)와 달리 (가)는 총수요의 감소와 총공급의 증가로 인해 나타난다.,2
KSAT_2024_09_고3_경제,14,"[MultiModal] 다음 자료에 대한 분석 및 추론으로 옳은 것은? [3점]

X재와 Y재만을 생산하는 갑국과 을국은 t기와 t+1기에 비교 우위를 갖는 재화만을 생산하여 양국 모두 이익이 발생하는 범위 내에서 교역하였다. 그림은 갑국의 t기와 t+1기 생산 가능 곡선과 교역 전 을국의 생산점 A를 나타낸다. 을국의 생산 가능 곡선은 변함이 없으며 X재 1개 생산의 기회비용은 Y재 1/2개로 일정하다. 단, 양국은 생산 가능 곡선 상에서 생산하고, 교역은 거래 비용 없이 양국 간에만 이루어지며, 모든 재화는 생산된 시기에 전량 소비된다.

Y재(개) 40, t+1기, t기, A, 0, 20, 30 X재(개)",을국은 X재 15개와 Y재 20개를 동시에 생산할 수 있다.,갑국의 X재 1개 생산의 기회비용은 t기에 비해 t+1기에 증가한다.,"갑국은 t기 Y재 생산에 비교 우위를 가지고, t+1기 X재 생산에 비교 우위를 가진다.","X재와 Y재의 3:5 교환 비율은 t기에는 ㉠에 포함되지만, t+1기에는 에 포함되지 않는다.","t+1기에 을국이 X재 30개와 Y재 24개를 소비하였다면, X재와 Y재의 교환 비율은 6:5이다.",4
KSAT_2024_09_고3_경제,15,"다음 자료에 대한 분석으로 옳은 것은?

표는 갑국의 X재 국내 수요량과 국내 공급량의 일부를 나타낸다. 갑국은 국제 가격 20달러에 X재를 무제한 수입할 수 있다. 자유 무역을 하고 있는 갑국은 국내 생산자를 보호하기 위해 정책 (가), (나) 중 하나를 시행하려고 한다. 단, X재의 국내 수요와 공급 곡선은 모두 직선이다. 또한 갑국에서 생산된 X재는 전량 국내 시장에서 판매되고, 국제 가격은 변함이 없다.

가격(달러): 15, 20, 25, 30, 35
국내 수요량(개): 55, 50, 45, 40, 35
국내 공급량(개): 5, 10, 15, 20, 25

(가): 수입되는 X재 1개당 10달러의 관세 부과
(나): 수입되는 X재 1개당 5달러의 관세를 부과하고, 국내 생산자에게 X재 1개당 보조금 10달러 지급",(가)를 시행할 경우 국내 소비량은 45개이다.,(가)를 시행할 경우 관세 수입은 150달러이다.,(나)를 시행할 경우 정부가 지급하는 보조금 총액은 300달러이다.,(나)를 시행할 경우 수입량은 (가)보다 10개 많다.,(나)를 시행할 경우 소비 지출액은 (가)보다 75달러 작다.,5
KSAT_2024_09_고3_경제,17,"다음 자료에 대한 분석으로 옳은 것은?

표는 t년, t+1년 갑국과 을국의 경상 수지 항목별 수취액을 나타낸다. t년에 갑국의 상품 수지는 20억 달러 흑자이고, 경상 수지는 40억 달러 흑자이다. 단, 국제 거래는 달러화를 사용하여 갑국과 을국 간에만 이루어지고, 본원 소득 수지와 이전 소득 수지 항목에 해당하는 거래는 없다.

구분: 상품 수지 수취액(억 달러), 서비스 수지 수취액(억 달러)
t년: 갑국 40, 을국 20, 갑국 0, 을국 10
t+1년: 갑국 30, 을국 10, 갑국 30, 을국 10",①⑦은 보다 작다.,t년 갑국의 서비스 수지는 10억 달러 흑자이다.,t+1년 갑국의 경상 수지는 달러화 대비 갑국 통화 가치의 하락 요인이다.,t+1년 을국은 해외 지식 재산권 사용료를 포함하는 항목이 20억 달러 흑자이다.,t+1년 을국의 상품 수입액은 t년보다 10억 달러 작다.,1
KSAT_2024_09_고3_경제,18,"다음 자료에 대한 분석으로 옳은 것은? [3점]

표는 2023년 갑국의 GDP를 측정하기 위한 X~Z재의 가격과 생산량을 나타낸다. 갑국에는 A~C기업만 존재하고, A기업은 X재만을, B기업은 Y재만을, C기업은 Z재만을 생산한다. X재는 Y재의 중간재로만 사용되고, Y재는 Z재의 중간재로만 사용되며, Z재는 최종재로만 소비된다. X재는 노동만을 이용하여 생산되고, Y재와 Z재는 중간재와 노동만을 이용하여 생산된다. 각 기업이 지불한 임금은 그 기업이 창출한 부가 가치의 50%이다. 단, 생산된 재화는 그 해에 모두 판매되어 소진되며, 다른 나라와의 교역은 없다.

구분: X재, Y재, Z재
가격(달러): 1, 2, 5
생산량(억개): 300, 200, 200","갑국의 GDP는 1,700억 달러이다.",B기업이 창출한 부가 가치는 갑국 GDP의 40%이다.,A기업이 지불한 임금은 C기업이 지불한 임금보다 크다.,B기업 생산 비용은 A기업 생산 비용의 2배이다.,C 기업의 이윤은 A기업과 B기업의 이윤을 합한 것보다 크다.,5
KSAT_2024_09_고3_경제,19,"[MultiModal] 그림은 2024년 A국의 경제 전망에 대한 토론 장면이다. 이에 대한 분석으로 옳은 것은? (단, 물가 수준은 GDP 디플레이터로 측정하며, 기준 연도는 2023년임.)

사회자: 2023년 대비 2024년 A국의 경제를 어떻게 전망하십니까?
갑: A국 경제 성장률은 1%로 예측합니다. 그러나 물가는 2% 하락할 것으로 보입니다.
을: 저도 A국 경제 성장률은 갑과 동일하게 예측하지만 물가는 2% 상승할 것으로 생각합니다.",갑은 2024년 명목 GDP가 2023년보다 클 것으로 예측하였다.,을은 2024년 GDP 디플레이터가 100보다 작을 것으로 예측하였다.,갑과 달리 을은 2024년 실질 GDP가 명목 GDP보다 작을 것으로 예측하였다.,을과 달리 갑은 2024년 경제 규모가 2023년보다 클 것으로 예측하였다.,갑과 을은 모두 2024년 실질 GDP 증가율이 명목 GDP 증가율보다 클 것으로 예측하였다.,3
KSAT_2024_09_고3_경제,20,"다음 자료에 대한 분석 및 추론으로 옳은 것은? [3점]

갑은 t시점에 1,000달러를 투자하여 t+1년 시점 원화 표시 자산 총액을 최대화하려고 한다. 갑은 (가)~(다)의 투자 방법을 활용한다.

(가): 만기 시 원금의 10%를 이자로 일시에 지급하는 1년 만기 달러화 정기 예금 X를 t시점에 가입한 후, t+1년 시점에 원금과 이자를 원화로 환전
(나): 달러화 주식 Y를 t시점에 매입한 후, t+1년 시점에 매도하여 원화로 환전
(다): 투자 원금과 손익을 합한 금액을 t시점의 환율을 적용하여 원화로 지급하는 달러화 펀드 Z를 t시점에 가입한 후, t+1년 시점에 전액 현금화

표는 t시점 대비 t+1년 시점의 경제 상황을 나타내며, t시점의 환율은 1,000원/달러이다. 단, 세금이나 수수료 등 거래 비용은 없으며, 주식 Y는 배당 수익이 없다.

구분: 원/달러 환율 변화율(%), 주식 Y 가격 변화율(%), 펀드 Z 수익률(%)
<상황 1>: 10, -10, 10
<상황 2>: -10, 10, 10",<상황 1>의 경우 (가)로 전액 투자했을 때 은 110만 원이다.,<상황 2>의 경우 ⑦은 (가)로 전액 투자했을 때가 (나)로 전액 투자했을 때보다 크다.,"<상황 2>의 경우 (가), (나)로 각각 500달러씩 배분하여 투자했을 때, 은 100만 원이다.",(다)로 전액 투자했을 때㉠은 <상황 1>의 경우가 <상황 2>의 경우와 같다.,"(나), (다)로 각각 500달러씩 배분하여 투자했을 때, ㉠은 <상황 1>의 경우가 <상황 2>의 경우보다 크다.",5
KSAT_2025_05_고3_생활과윤리,1,"(가), (나) 윤리학의 핵심 과제로 가장 적절한 것은?
(가) 윤리학은 행위자가 행동이나 성품에 관한 도덕 판단을 내릴 때 적용할 수 있는 도덕규범의 체계를 구축하여, 이를 정당화하는 데 주력해야 한다.
(나) 윤리학은 개인의 생활과 사회의 구조 및 기능과 관련된 도덕 현상을 경험 과학적 방법으로 조사하여, 이를 기술하고 설명하는 데 주력해야 한다.",(가): 올바른 삶의 지침이 되는 도덕 원리를 정립하는 것이다.,(가): 도덕적 성품을 가치 중립적인 관점에서 탐구하는 것이다.,(나): 도덕적 추론의 구조를 분석하고 타당성을 검증하는 것이다.,(나): 현실의 도덕 문제 해결을 위한 실천 방안을 제시하는 것이다.,(가)와 (나): 도덕 관행을 관찰한 뒤 객관적으로 서술하는 것이다.,1
