test_id,number,problem,choice_1,choice_2,choice_3,choice_4,choice_5,answer
KSAT_2022_09_고3_한국사,13,[MultiModal](가)에 대한 설명으로 옳은 것은? --- 대한 제국 시기 일본의 경제 침탈. 1. 차관 제공: 개혁과 시설 개선을 명목으로 제공 → 대한 제국 재정이 일본에 예속. 2. (가) : 백동화를 포함한 구화폐를 일본 제일 은행권으로 교환→ 한국인 상공업자에게 타격. 3. 토지 약탈: 철도 부지와 군용지 확보를 구실로 대규모 토지 차지.,녹읍 폐지의 배경이 되었다.,전민변정도감이 담당하였다.,재정 고문 메가타가 주도하였다.,YH 무역 사건의 계기가 되었다.,임술 농민 봉기의 원인이 되었다.,3
KSAT_2022_09_고3_한국사,14,"[MultiModal](가)에 들어갈 내용으로 가장 적절한 것은? --- 이 비석은 저수지 축조 직후 OO 수리 조합의 연혁과 관계자 명단 등을 기록한 것입니다. 토지 조사 사업을 마친 조선 총독부는 일본의 식량 부족 문제를 해결할 목적으로 (가) 이를 위해 수리 조합 설립을 확대하여 농업 용수를 공급하도록 했는데, 지주가 부담해야 할 수리 조합 운영비가 소작농민에게 떠넘겨지는 문제점이 발생하였습니다.",지계를 발급하였습니다.,당백전을 발행하였습니다.,균역법을 제정하였습니다.,새마을 운동을 시작하였습니다.,산미 증식 계획을 시행하였습니다.,5
KSAT_2022_09_고3_한국사,15,"밑줄 친 '이 시기'에 있었던 사실로 옳은 것은? --- 이 시기에는 국민학생도 학교에서 조선말 사용이 철저히 금지되었다. 내가 국민학교를 다닐 때 월요일 아침 학급 조회 시간이면 담임 교사에게 '국어(일본어) 상용 카드'라는 것을 열 장인가 받았는데, 이후 일주일 동안 학교생활 중에 한마디라도 조선말을 하면 그것을 들은 학생에게 카드 한 장을 빼앗기는 교칙이 있었다. 토요일 종회 시간에는 담임 교사가 일주일 동안 누가 카드를 많이 빼앗고 빼앗겼는지를 조사했다.",한성순보가 발행되었다.,삼청 교육대가 설치되었다.,정동행성 이문소가 폐지되었다.,반민족 행위 처벌법이 제정되었다.,황국 신민 서사 암송이 강요되었다.,5
KSAT_2022_09_고3_한국사,16,[MultiModal](가) 군사 조직에 대한 설명으로 옳은 것은? --- 한국사 인물 카드. 이름: OOO. 생몰년: 1888년 ~ 1957년. 주요 활동: 일본 육군 사관 학교를 졸업하고 만주로 넘어가 독립 운동에 투신함. 만주에서 한국 독립당의 군대인 (가)을/를 이끌며 만주 사변 이후 대전자령 전투를 비롯한 무장 투쟁을 전개함. 한국광복군의 총사령관으로 활동함.,귀주에서 거란군을 물리쳤다.,서울 진공 작전을 주도하였다.,황토현 전투에서 관군을 격퇴하였다.,청산리 전투에서 일본군을 격파하였다.,쌍성보에서 한중 연합 작전을 전개하였다.,5
KSAT_2022_09_고3_한국사,17,밑줄 친 '대통령'의 재임 기간에 있었던 사실로 옳은 것은? --- 저는 대통령으로서 금융 실명 거래 및 비밀보장에 관한 긴급 재정 경제 명령을 발표합니다.... (중략)... 이 시간 이후 모든 금융 거래는 실명으로만 이루어집니다. 금융 실명제가 실시되지 않고는 이 땅의 부정부패를 원천적으로 봉쇄할 수가 없습니다. 정치와 경제의 검은 유착을 근원적으로 단절할 수가 없습니다. 금융 실명 거래의 정착이 없이는 이 땅에 진정한 분배 정의를 구현할 수가 없습니다.,지방 자치 단체장 선거가 실시되었다.,내각 책임제 개헌이 이루어졌다.,암태도 소작 쟁의가 발생하였다.,12.12 군사 반란이 일어났다.,영선사가 파견되었다.,1
KSAT_2022_09_고3_한국사,18,"다음 담화를 발표한 정부의 통일 정책으로 옳은 것은? --- 작년은 제2차 경제 개발 5개년 계획이 끝나는 해였습니다. 우리는 1, 2차 경제 개발 5개년 계획을 지난 10년에 걸쳐서 모든 정력을 쏟아 추진했습니다. 이렇게 국력을 배양하고 축적한 목적은 우리의 국가 지상 목표인 조국 통일에 대비하여 우리의 국력을 길러 나가자는 데에 있었던 것입니다.",남북 기본 합의서를 체결하였다.,남북한이 유엔에 동시 가입하였다.,7·4 남북 공동 성명을 채택하였다.,10·4 남북 공동 선언에 합의하였다.,남북 정상 회담을 최초로 개최하였다.,3
KSAT_2022_09_고3_한국사,19,"[MultiModal](가) 인물에 대한 설명으로 옳은 것은? --- 독립운동 자료 데이터베이스. 일제 감시 대상 인물 카드. 이름 (가). (가)은/는 3·1 운동에 관여한 신한 청년당을 조직하였으며, 대한민국 임시 정부의 외무부 차장을 역임하였습니다. 광복을 전후하여 조선 건국 동맹 및 조선 건국 준비 위원회를 결성하고 위원장으로 활동하였습니다.",삼국유사를 저술하였다.,위화도 회군을 단행하였다.,수선사 결사를 제창하였다.,좌우 합작 위원회를 주도하였다.,남한만의 단독 정부 수립을 주장하였다.,4
KSAT_2025_07_고3_한국사,1,"[MultiModal] 밑줄 친 '국가'에 대한 설명으로 옳은 것은?
--- 힌트1 온조가 한강 유역에서 건국하였다. 힌트2 고구려에 한성을 빼앗긴 후 웅진으로 천도하였다. 힌트3 성왕 때 사비로 수도를 옮겼다.",8조법을 마련하였다.,경복궁을 중건하였다.,팔만대장경을 조판하였다.,광개토 대왕릉비를 세웠다.,백제 금동 대향로를 제작하였다.,5
KSAT_2025_07_고3_한국사,2,"[MultiModal] (가) 왕에 대한 설명으로 옳은 것은?
--- 행사 기획안: 행사명: 혜경궁 홍씨의 회갑연 재현. 장소: 수원 화성. 기획 의도: 규장각 육성, 장용영 설치 등의 업적을 남긴 조선 제22대 왕 (가) 이/가 어머니 혜경궁 홍씨의 회갑을 맞이하여 수원 화성에서 개최했던 연회를 재현한다. 이 행사를 통해 (가)의 효심과 애민 정신을 되새기고자 한다.",평양으로 천도하였다.,탕평책을 추진하였다.,육영 공원을 설립하였다.,전민변정도감을 설치하였다.,준왕을 몰아내고 왕위에 올랐다.,2
KSAT_2025_07_고3_한국사,3,"(가) 인물에 대한 설명으로 옳은 것은?
--- 신 등이 생각하기에, (가) 은/는 뛰어난 무용과 영웅적인 자질로서 세상을 구제하고 백성들을 편안케 할 방략을 품었으므로, 하늘이 돕고 사람이 돌아와 왕위에 오르게 되었습니다.... (중략)... (가) 이/가 신라와 백제를 평정하여 후삼국을 통일하였으니, 그 공적이 얼마나 성대한 것이었겠습니까? 비록 전쟁을 겪으며 나라를 창업할 때라 아직 모든 제도를 정비할 겨를이 없었지만 그 규모야말로 원대한 것이었습니다.",훈요 10조를 남겼다.,대가야를 정복하였다.,우산국을 정벌하였다.,당백전을 발행하였다.,훈민정음을 반포하였다.,1
KSAT_2025_07_고3_한국사,4,"밑줄 친 '변란'에 대한 설명으로 옳은 것은?
--- ○월 ○일 일본 외무경 이노우에 가오루를 만났다. “이번에 구식 군인들이 일으킨 변란으로 귀국 공사관이 타버리고 별기군을 훈련시키던 귀국의 교관마저 살해당하였으니, 참혹한 일이 아닐 수 없습니다.”라고 말하였다. 그리고 이번에 일본에 온 이유는 수신사로서 국서를 전달하기 위함이라고 이야기하였다.",서경 천도를 목표로 하였다.,비변사 설치의 계기가 되었다.,삼별초가 항쟁하는 원인이 되었다.,경국대전을 반포하는 배경이 되었다.,제물포 조약의 체결에 영향을 주었다.,5
KSAT_2025_07_고3_한국사,5,"(가), (나) 시기 사이에 있었던 사실로 옳은 것은?
--- (가) 윤관이 아뢰기를, “여진에게 패한 것은 그들은 기병이고 우리는 보병이라 대적할 수 없었기 때문입니다.”라고 하였다. 이에 처음으로 별무반을 만들었다. 말을 가진 자는 신기군으로 삼고, 말이 없는 자는 신보군 등에 속하게 하였으며, 승도를 선발해 항마군으로 삼았다. (나) 좌군도통사 조민수와 우군도통사 이성계가 사람을 보내어 최영에게 청하기를, “군사들이 굶어 죽고 물이 깊어 행군하기가 어려우니, 속히 회군을 허락하여 주십시오.”라고 하였으나, 최영은 개의치 않았다.... (중략)... 결국 이성계는 위화도에서 회군하였다.",무신 정변이 일어났다.,아관 파천이 단행되었다.,독서삼품과가 시행되었다.,홍경래의 난이 발생하였다.,조선어 학회가 조직되었다.,1
KSAT_2025_07_고3_한국사,6,"(가) 국가에 대한 설명으로 옳은 것은?
--- 한국사 용어 카드: 사정부. (가)의 태종 무열왕(김춘추)이 설치한 기구로, 관리의 비리를 감찰하는 역할을 하였다. 최고 책임자인 영(令)은 1명으로, 대아찬에서 각간까지의 관등을 가진 자가 임명되었다. 영 아래에는 경(卿)을 두었다. 경은 진흥왕이 처음 설치하였던 것을 이어받았으며, 문무왕 때 1명을 더 늘렸다.",균역법을 실시하였다.,대조영이 건국하였다.,9주 5소경을 설치하였다.,조사 시찰단을 파견하였다.,4군 6진 지역을 개척하였다.,3
KSAT_2025_07_고3_한국사,7,"(가) 민족 운동에 대한 설명으로 옳은 것은?
--- ○○신문 1907년 ○월 ○일. 도둑도 의(義)를 안다. 충주에 사는 사람이 의연금을 모아 상경하던 중에 도둑 떼를 만났다. 돈을 뺏긴 그가 도둑 떼를 향해 소리치기를, “국채 1,300만 원을 갚기 위해 서상돈 등이 대구에서 시작한 (가)에 동참하고자 모은 돈이다. 너희가 그 돈을 빼앗았으니 불과 몇십 리 만에 죽음을 면하지 못하리라.”라고 하였다. 이에 도둑이 놀라 말하기를, “이것이 그런 돈인 줄 전혀 몰랐노라.”라고 하며 돈을 돌려주고, 또 10원을 보태주었다.",예송이 전개되는 원인이 되었다.,갑오개혁이 추진되는 배경이 되었다.,신미양요가 일어나는 계기가 되었다.,대한매일신보 등 언론의 지원을 받았다.,유신 헌법이 제정되는 결과를 가져왔다.,4
KSAT_2025_07_고3_한국사,8,"밑줄 친 '이 조약'이 체결된 배경으로 가장 적절한 것은?
--- 부관 윤자승이 장계를 올렸다. “오늘 아침에 일본인들과 강화부 연무당에서 만나 부산 외 두 곳을 개항하는 내용 등이 담긴 이 조약을 체결하였습니다. 이와 관련된 내용은 차비관 현제순으로 하여금 의정부에 보고하도록 하였습니다. 또한 저들이 보낸 물품은 강화부 유수 조병식의 처소에 보관해 두었습니다. 그 물품의 세부 내역은 조병식이 장계로 아뢸 것입니다.”",운요호 사건이 일어났다.,한인 애국단이 조직되었다.,신흥 강습소가 설립되었다.,10.26 사태가 발생하였다.,동학 농민 운동이 전개되었다.,1
KSAT_2025_07_고3_한국사,9,"[MultiModal] 밑줄 친 '이 전쟁'의 영향으로 가장 적절한 것은?
--- 이 전쟁 당시 인조는 남한산성에 들어가 항전하였으나 인조를 돕기 위한 지원군은 청군에 가로막혀 오지 못했습니다. 시의 화자는 이러한 상황의 답답함을 표현하였습니다.",녹읍이 폐지되었다.,태학이 설립되었다.,북벌론이 대두되었다.,천리장성이 축조되었다.,쌍성총관부가 설치되었다.,3
KSAT_2025_07_고3_한국사,11,"[MultiModal] 밑줄 친 '이 시기'에 있었던 사실로 옳은 것은?
--- 자료로 보는 한국사: 총독부에서 소위 회사령이라 하는 것을 발표한 후로 한인의 회사는 큰 영향을 받아 손해가 적지 아니함으로 실업 사회에서 원성이 자자하다.... (중략)... 일본인의 회사가 3분의 2 이상이고, 한인의 회사는 몇 개 되지 못하는데 상업 경제에 밀리고 회사세 납부에 몰리어 도무지 유지하기 어렵다 하였더라. - 『신한민보』 -
[해설] 자료는 회사령이 적용되던 이 시기에 한국인의 회사 설립이 크게 위축된 상황을 보여준다. 일제는 국권을 강탈한 후, 회사를 설립할 때 총독의 허가를 받도록 하는 회사령을 공포하여 민족 자본의 성장을 억제하였다.",과거제가 도입되었다.,상평통보가 발행되었다.,조선 태형령이 시행되었다.,전국에 척화비가 건립되었다.,4.13 호헌 조치가 발표되었다.,3
KSAT_2025_07_고3_한국사,12,"[MultiModal] (가)에 대한 설명으로 옳은 것은?
--- 기념관 소개: 이준 열사 기념관. 이준의 생애: 헤이그 특사. 네덜란드 헤이그에 위치한 이준 열사 기념관은 헤이그 특사 중 한 명인 이준 열사가 순국한 장소에 개관하였다. 헤이그 특사는 제2차 만국 평화 회의에 파견되어 일제의 강압으로 1905년에 체결된 (가) 이/가 무효임을 세계에 알리고자 하였다.",삼국 간섭을 초래하였다.,통감부가 설치되는 근거가 되었다.,6조 직계제가 실시되는 배경이 되었다.,임술 농민 봉기가 일어나는 계기가 되었다.,수출 100억 달러 달성이라는 결과를 가져왔다.,2
KSAT_2025_07_고3_한국사,13,"다음 성명서가 발표된 시기를 연표에서 옳게 고른 것은?
--- 성명서: 모스크바에서 미·소·영 3국 외무장관이 결의한 것에 따라 미국과 소련의 군사령부에서는 공동위원회를 조직하여 긴급한 행정과 경제 문제를 해결하려고 한다. 미소 공동위원회는 조선 민주주의 임시 정부 수립에 관하여 미·소·영·중 4국에 건의하는 동시에 조선이 5개년 이내로 독립되도록 준비하기 위하여 4개국의 신탁 통치에 관한 안을 4개국 정부에 제의할 것이다. 미국 국무장관 번즈",(가),(나),(다),(라),(마),1
KSAT_2025_07_고3_한국사,15,"[MultiModal] (가) 정부에 대한 설명으로 옳은 것은?
--- 자료의 관보는 고종이 군주권 확립을 위해 국제의 제정을 명령하는 내용을 담고 있다. 연호를 광무로 바꾸고 (가) 을/를 수립한 고종은 황제 중심의 국가를 지향하며 새로운 국제를 제정하고자 하였다.",5경 15부 62주를 두었다.,노비안검법을 실시하였다.,구미 위원부를 설치하였다.,새마을 운동을 전개하였다.,지계아문에서 지계를 발급하였다.,5
KSAT_2025_07_고3_한국사,16,"[MultiModal] (가) 군사 조직에 대한 설명으로 옳은 것은?
--- 이 사진은 대한민국 임시 정부의 정규군인 (가)의 총사령부 성립 전례식에서 개회를 선포하는 김구 주석의 모습을 찍은 것이다. 충칭에서 열린 이 행사에서 대한민국 임시 정부는 일본에 대한 강력한 항전 의지를 천명하였다.",봉오동 전투에서 승리하였다.,인천 상륙 작전을 전개하였다.,황토현 전투에서 관군을 물리쳤다.,한산도 대첩에서 일본군을 격파하였다.,영국군의 요청으로 인도·미얀마 전선에 투입되었다.,5
KSAT_2025_07_고3_한국사,17,"(가), (나) 발표 사이에 있었던 사실로 옳은 것은?
--- (가) 우리의 의욕에 찬 제1차 경제 개발 5개년 계획을 올해부터 시작하게 되었습니다.... (중략)... 이 계획의 강력한 추진으로 무엇보다 시급한 실업 문제가 점차 해소될 것이고, 장차 복지 국가 건설을 기약할 수 있을 것입니다. (나) 저는 헌법 제76조 1항의 규정에 의거하여 「금융 실명거래 및 비밀보장에 관한 대통령 긴급명령」을 반포합니다.... (중략)... 우리는 금융 실명제를 실시합니다. 이 시간 이후 모든 금융거래는 실명으로만 이루어집니다.",대동법이 실시되었다.,홍범 14조가 반포되었다.,YH 무역 사건이 발생하였다.,황국 중앙 총상회가 조직되었다.,윤봉길이 홍커우 공원에서 의거를 일으켰다.,3
KSAT_2025_07_고3_한국사,18,"다음 자료에 대한 탐구 활동으로 가장 적절한 것은?
--- 어떠한 비합법적인 비상 수단을 사용하여서라도 이승만 박사와 이기붕 선생이 이번 3월 15일 정·부통령 선거에서 당선되도록 하라. 세계 역사상 대통령 선거에 소송이 제기된 일이 있느냐? 법은 나중이니 우선 당선시켜 놓고 보아야 한다. 콩밥을 먹어도 내가 먹고 징역을 가도 내가 간다. 국가 대업 수행을 위하여 지시하는 것이니 군수, 서장들은 시키는 대로만 하라.",4·19 혁명의 배경을 알아본다.,원산 총파업의 전개 과정을 살펴본다.,민주 자유당 창당의 영향을 파악한다.,105인 사건으로 탄압받은 단체를 조사한다.,방정환이 천도교 소년회를 조직한 이유를 분석한다.,1
KSAT_2025_07_고3_한국사,19,"[MultiModal] 밑줄 친 '이 운동'에 대한 설명으로 옳은 것은?
--- 이 신문 삽화들은 일제 강점기에 조선 물산 장려회를 중심으로 추진된 이 운동을 소재로 하였습니다. 이 운동은 '내 살림 내 것으로'라는 구호를 내걸고 토산품 애용을 주장하였습니다.",조선책략 유포에 반발하였다.,재정 고문 메가타가 주도하였다.,조만식 등이 평양에서 시작하였다.,삼청 교육대가 설치되는 배경이 되었다.,러시아의 절영도 조차 요구를 저지하였다.,3
KSAT_2025_07_고3_한국사,20,"[MultiModal] (가) 대통령의 재임 기간 중에 있었던 사실로 옳은 것은?
--- 최초로 여야 간에 평화적 정권 교체를 이뤄낸 (가) 이/가 올해의 노벨 평화상 수상자로 선정되었습니다. 노벨상 위원회는 그가 햇볕 정책을 통해 50년 이상 지속된 남북한 간의 긴장감을 극복하는 데 기여한 점을 인정하였다고 밝혔습니다.",미쓰야 협정이 체결되었다.,제주 4·3 사건이 일어났다.,7·4 남북 공동 성명이 채택되었다.,6.15 남북 공동 선언이 발표되었다.,조선 건국 준비 위원회가 결성되었다.,4
KSAT_2022_11_수능_한국사,3,"(가) 나라에 대한 설명으로 옳은 것은?
--- 고구려 유민들이 중심이 되어 동모산 아래에서 나라를 세우고, 그 이름을 진국이라 하였다. 이후 나라 이름을 (가) (으)로 바꾸었다. 제2대 무왕이 군사를 보내 등주를 습격하였다. 이에 화가 난 당 현종이 군사를 동원하여 바다를 건너 공격하도록 하고, 신라의 성덕왕에게는 관작을 더해 주며 (가)의 남쪽 방면을 치게 하였다.",지계를 발급하였다.,골품제를 운영하였다.,육영 공원을 설립하였다.,5경 15부 62주를 두었다.,군국기무처를 설치하였다.,4
KSAT_2022_11_수능_한국사,4,"밑줄 친 '왕'의 재위 기간에 있었던 사실로 옳은 것은? [3점]
--- 후주 사람인 쌍기는 사신 설문우를 따라 고려에 왔다가 병이 들어 돌아가지 못하고 남았다. 왕이 그의 재능을 아껴 후주에 알린 다음 관료로 발탁하였으며, 얼마 뒤 원보 한림학사로 승진 시켰다. 쌍기는 왕에게 건의하여 과거제를 신설하게 하고, 과거 시험을 담당하였다. 이 뒤에도 과거 시험을 맡아 후학들에게 학업을 권장하니, 학문을 중시하는 기풍이 일어났다.",독립문이 건립되었다.,별기군이 편성되었다.,경국대전이 반포되었다.,노비안검법이 실시되었다.,수선사 결사가 조직되었다.,4
KSAT_2022_11_수능_한국사,5,"(가), (나) 시기 사이에 있었던 사실로 옳은 것은?
--- (가) 심의겸과 김효원의 대립이 더욱 심해져서 심의겸을 지지 하는 무리는 서인이 되고 김효원을 지지하는 무리는 동인이 되었다. 이로써 조정 신하 가운데 주관이 뚜렷하여 독자적으로 행동하는 사람이 아니면 모두 동인이나 서인 으로 나눠지게 되었다.
 (나) 임금께서 탕평책을 실시하여, “두루 화합하고 편당을 짓지 않는 것은 군자의 공정한 마음이요, 편당만 짓고 두루 화합 하지 않는 것은 소인의 사사로운 뜻이다.""라는 글을 써서 내리고 이를 새긴 탕평비를 향석교에 세우도록 하였다.",환국이 일어났다.,무신 정권이 성립되었다.,위화도 회군이 단행되었다.,성왕이 사비로 천도하였다.,제너럴 셔먼호 사건이 발생하였다.,1
KSAT_2022_11_수능_한국사,6,"다음 자료에 나타난 시기의 상황으로 가장 적절한 것은? [3점]
--- ○ 한양 안팎과 번화한 큰 도시의 파밭, 마늘밭, 배추밭, 오이밭 등은 10무(畝)의 땅에서 얻은 이익이 수백 냥을 헤아린다. 서도의 담배밭, 북도의 삼밭, 한산의 모시밭, 전주의 생강밭, 강진의 고구마밭, 황주의 지황밭에서 나오는 수확은 가장 좋은 논과 비교해도 그 이익이 열 갑절이나 된다.
○ 돈은 천하에 유통되는 재화이므로 허적과 권대운 등의 대신이 돈을 만들자고 하였다. 이에 임금께서 호조 등의 관청으로 하여금 상평통보를 주조하여 돈 4백문을 은 1냥의 가치로 정해 시중에 유통시키도록 하였다.",회사령이 폐지되었다.,대동법이 운용되었다.,삼백 산업이 발달하였다.,전민변정도감이 설치되었다.,산미 증식 계획이 실시되었다.,2
KSAT_2022_11_수능_한국사,9,"밑줄 친 '변란'의 영향으로 가장 적절한 것은?
--- 우정총국 개국 축하연에서 변란이 일어나자 김옥균과 박영효 두 사람은 왕궁으로 달려갔다. 그리고 침전에 있던 왕에게 난이 일어났으니 거처를 옮기자고 건의하였다.... (중략)... 왕은 경우궁 으로 피신하면서 김옥균의 의견에 따라 일본 공사관에 사람을 보냈다. 경우궁에 도착하였을 때 다케조에 공사가 일본군을 거느리고 왔다.",삼청 교육대가 운영되었다.,자유시 참변이 발생하였다.,한성 조약이 체결되었다.,삼별초가 조직되었다.,녹읍이 폐지되었다.,3
KSAT_2022_11_수능_한국사,11,"(가) 통치 시기에 있었던 사실로 옳은 것은?
--- ○○○○○ 신문 편집장에게 일본 수상은 한국에서의 무단 통치를 폐지하고 (가)을/를 시행하겠다는 내용을 발표하였습니다....(중략)... 한국인들에게는 무단 통치를 시행하든 (가)을/를 시행하든 별반 다르지 않습니다. 그 정부가 일본인들의 정부인 한, 한국인들은 복종하지 않을 것입니다. 일본은 헌병 경찰제를 폐지하고 대신 보통 경찰제를 시행하겠다고 합니다. 하지만 여전히 한국인들은 자신이 한국인임을 드러낼 때마다 총을 맞고 고문을 당하겠지요. 만약 일본이 진정으로 이 복잡한 문제를 해결하려 했다면 원래 한국인들의 것이었던 완전한 독립을 즉시 돌려주었어야 했던 것입니다.",홍경래의 난이 일어났다.,독서삼품과가 실시되었다.,치안 유지법이 제정되었다.,YH 무역 사건이 발생하였다.,국가 재건 최고 회의가 설치되었다.,3
