test_id,number,problem,choice_1,choice_2,choice_3,choice_4,choice_5,answer
KSAT_2021_09_고3_영어,25,"[MultiModal] 다음 표의 내용과 일치하지 않는 것은?
U.S. States That Added the Most Solar Industry Workers Between 2015 and 2020","During this period, Florida, which ranked first with regard to the number of workers added, exhibited 71% growth.",The number of workers added in Utah was more than twice the number of workers added in Minnesota.,"Regarding Texas and Virginia, each state showed less than 50% growth.","New York added more than 1,900 workers, displaying 24% growth.","Among these seven states, Pennsylvania added the lowest number of workers during this period.",3
KSAT_2021_09_고3_영어,26,"Henry Moore에 관한 다음 글의 내용과 일치하지 않는 것은?
Henry Moore (1898–1986), one of the most significant British artists of the 20th century, was the seventh child of a coal miner. Henry Moore showed a talent for art from early on in school. After World War I, during which he volunteered for army service, Moore began to study sculpture at the Leeds School of Art. Then, he entered the Royal College of Art in London and earned his degree there. His sculptures, known around the world, present the forms of the body in a unique way. One of his artistic themes was mother-and-child as shown in Madonna and Child at St. Matthew’s Church in Northampton. He achieved financial success from his hard work and established the Henry Moore Foundation to support education and promotion of the arts.",석탄 광부의 일곱 번째 자녀였다.,학창 시절에 일찍이 예술에 재능을 보였다.,런던에 있는 Royal College of Art에서 학위를 취득했다.,그의 조각은 신체 형태를 독특한 방식으로 나타낸다.,경제적으로 성공을 거두지 못했다.,5
KSAT_2021_09_고3_영어,27,"[MultiModal] 2021 Whir Car Drawing Contest for Kids에 관한 다음 안내문의 내용과 일치하지 않는 것은?
2021 Whir Car Drawing Contest for Kids Theme: Family. Does your child love cars? Take this opportunity for your child to think about what they love and draw it. They will definitely enjoy and learn from this contest! Details • Ten entries are chosen, and each is awarded a $50 gift certificate. • Drawing skills are not considered in judging. Submission • Take a photo of your child’s drawing. • Visit our website (www.whircar4kids.com) and upload the photo by October 3. Note • The drawing should contain your family and a car. • Participants must be 3 to 7 years old. Please visit our website to learn more.",출품작 중 10개를 선정해서 시상한다.,그림 기술이 심사에서 고려된다.,그림을 찍은 사진을 웹사이트에 업로드해야 한다.,그림은 가족과 차를 포함해야 한다.,참가자의 나이는 3세에서 7세까지로 제한된다.,2
KSAT_2021_09_고3_영어,28,"[MultiModal] Mary High School Foreign Language Program에 관한 다음 안내문의 내용과 일치하지 않는 것은?
Mary High School Foreign Language Program Would you like to learn about another culture? Learning a new language is the best way to do it. Please come and enjoy our new foreign language classes. Languages: Arabic, French, Spanish (A student can choose only one.) Dates and Times: September 13, 2021 — October 29, 2021 Monday to Friday, 4:00 p.m. – 6:00 p.m. Registration: Available from September 1 to September 5 on our website (www.maryhighs.edu) Tuition Fee: $50 (Full payment is required when registering.) Refund Policy: If you cancel on or before September 5, your payment will be refunded. For more information about the classes, feel free to contact us at (215) 8393-6047 or email us at info@maryhighs.edu.",학생은 두 개의 언어를 선택할 수 있다.,수업은 주말에 진행된다.,수업료는 등록 시 전액 납부하지 않아도 된다.,9월 5일까지 취소하면 환불받을 수 있다.,수업 관련 문의는 이메일을 통해서만 할 수 있다.,4
KSAT_2021_09_고3_영어,29,"다음 글의 밑줄 친 부분 중, 어법상 틀린 것은?
Accepting whatever others are communicating only pays off if their interests correspond to ours—think cells in a body, bees in a beehive. As far as communication between humans is concerned, such commonality of interests is ① rarely achieved; even a pregnant mother has reasons to mistrust the chemical signals sent by her fetus. Fortunately, there are ways of making communication work even in the most adversarial of relationships. A prey can convince a predator not to chase ②it. But for such communication to occur, there must be strong guarantees ③ which those who receive the signal will be better off believing it. The messages have to be kept, on the whole, ④ honest. In the case of humans, honesty is maintained by a set of cognitive mechanisms that evaluate ⑤ communicated information. These mechanisms allow us to accept most beneficial messages—to be open—while rejecting most harmful messages—to be vigilant.",① rarely,② it,③ which,④ honest,⑤ communicated,3
KSAT_2021_09_고3_영어,30,"다음 글의 밑줄 친 부분 중, 문맥상 낱말의 쓰임이 적절하지 않은 것은?
In economic systems what takes place in one sector has impacts on another; demand for a good or service in one sector is derived from another. For instance, a consumer buying a good in a store will likely trigger the replacement of this product, which will generate ① demands for activities such as manufacturing, resource extraction and, of course, transport. What is different about transport is that it cannot exist alone and a movement cannot be stored. An unsold product can remain on the shelf of a store until bought (often with discount incentives), but an unsold seat on a flight or unused cargo capacity in the same flight remains unsold and cannot be brought back as additional capacity ③ later. In this case an opportunity has been ④ seized, since the amount of transport being offered has exceeded the demand for it. The derived demand of transportation is often very difficult to reconcile with an equivalent supply, and actually transport companies would prefer to have some additional capacity to accommodate ⑤ unforeseen demand (often at much higher prices).",① demands,② stored,③ capacity,④ seized,⑤ unforeseen,4
KSAT_2021_09_고3_영어,31,"다음 빈칸에 들어갈 말로 가장 적절한 것을 고르시오.
When examining the archaeological record of human culture, one has to consider that it is vastly ______. Many aspects of human culture have what archaeologists describe as low archaeological visibility, meaning they are difficult to identify archaeologically. Archaeologists tend to focus on tangible (or material) aspects of culture: things that can be handled and photographed, such as tools, food, and structures. Reconstructing intangible aspects of culture is more difficult, requiring that one draw more inferences from the tangible. It is relatively easy, for example, for archaeologists to identify and draw inferences about technology and diet from stone tools and food remains. Using the same kinds of physical remains to draw inferences about social systems and what people were thinking about is more difficult. Archaeologists do it, but there are necessarily more inferences involved in getting from physical remains recognized as trash to making interpretations about belief systems.",outdated,factual,incomplete,organized,detailed,3
KSAT_2021_09_고3_영어,32,"Even as mundane a behavior as watching TV may be a way for some people to ______. To test this idea, Sophia Moskalenko and Steven Heine gave participants false feedback about their test performance, and then seated each one in front of a TV set to watch a video as the next part of the study. When the video came on, showing nature scenes with a musical soundtrack, the experimenter exclaimed that this was the wrong video and went supposedly to get the correct one, leaving the participant alone as the video played. The participants who had received failure feedback watched the video much longer than those who thought they had succeeded. The researchers concluded that distraction through television viewing can effectively relieve the discomfort associated with painful failures or mismatches between the self and self-guides. In contrast, successful participants had little wish to be distracted from their self-related thoughts!",ignore uncomfortable comments from their close peers,escape painful self-awareness through distraction,receive constructive feedback from the media,refocus their divided attention to a given task,engage themselves in intense self-reflection,2
KSAT_2021_09_고3_영어,33,"It is important to recognise the interdependence between individual, culturally formed actions and the state of cultural integration. People work within the forms provided by the cultural patterns that they have internalised, however contradictory these may be. Ideas are worked out as logical implications or consequences of other accepted ideas, and it is in this way that cultural innovations and discoveries are possible. New ideas are discovered through logical reasoning, but such discoveries are inherent in and integral to the conceptual system and are made possible only because of the acceptance of its premises. For example, the discoveries of new prime numbers are ‘real’ consequences of the particular number system employed. Thus, cultural ideas show ‘advances’ and ‘developments’ because they ______. The cumulative work of many individuals produces a corpus of knowledge within which certain ‘discoveries’ become possible or more likely. Such discoveries are ‘ripe’ and could not have occurred earlier and are also likely to be made simultaneously by numbers of individuals.",are outgrowths of previous ideas,stem from abstract reasoning ability,form the basis of cultural universalism,emerge between people of the same age,promote individuals' innovative thinking,1
KSAT_2021_09_고3_영어,34,"Enabling animals to ______ is an almost universal function of learning. Most animals innately avoid objects they have not previously encountered. Unfamiliar objects may be dangerous; treating them with caution has survival value. If persisted in, however, such careful behavior could interfere with feeding and other necessary activities to the extent that the benefit of caution would be lost. A turtle that withdraws into its shell at every puff of wind or whenever a cloud casts a shadow would never win races, not even with a lazy rabbit. To overcome this problem, almost all animals habituate to safe stimuli that occur frequently. Confronted by a strange object, an inexperienced animal may freeze or attempt to hide, but if nothing unpleasant happens, sooner or later it will continue its activity. The possibility also exists that an unfamiliar object may be useful, so if it poses no immediate threat, a closer inspection may be worthwhile.",weigh the benefits of treating familiar things with care,plan escape routes after predicting possible attacks,overcome repeated feeding failures for survival,operate in the presence of harmless stimuli,monitor the surrounding area regularly,4
KSAT_2021_09_고3_영어,35,"다음 글에서 전체 흐름과 관계 없는 문장은?
A variety of theoretical perspectives provide insight into immigration. Economics, which assumes that actors engage in utility maximization, represents one framework. ① From this perspective, it is assumed that individuals are rational actors, i.e., that they make migration decisions based on their assessment of the costs as well as benefits of remaining in a given area versus the costs and benefits of leaving. ② Benefits may include but are not limited to short-term and long-term monetary gains, safety, and greater freedom of cultural expression. ③ People with greater financial benefits tend to use their money to show off their social status by purchasing luxurious items. ④ Individual costs include but are not limited to the expense of travel, uncertainty of living in a foreign land, difficulty of adapting to a different language, uncertainty about a different culture, and the great concern about living in a new land. ⑤ Psychic costs associated with separation from family, friends, and the fear of the unknown also should be taken into account in cost-benefit assessments.",1번 문장,2번 문장,3번 문장,4번 문장,5번 문장,3
KSAT_2021_09_고3_영어,36,"주어진 글 다음에 이어질 글의 순서로 가장 적절한 것을 고르시오.
Green products involve, in many cases, higher ingredient costs than those of mainstream products.
(A) They'd rather put money and time into known, profitable, high-volume products that serve populous customer segments than into risky, less-profitable, low-volume products that may serve current noncustomers. Given that choice, these companies may choose to leave the green segment of the market to small niche competitors.
(B) Even if the green product succeeds, it may cannibalize the company's higher-profit mainstream offerings. Given such downsides, companies serving mainstream consumers with successful mainstream products face what seems like an obvious investment decision.
(C) Furthermore, the restrictive ingredient lists and design criteria that are typical of such products may make green products inferior to mainstream products on core performance dimensions (e.g., less effective cleansers). In turn, the higher costs and lower performance of some products attract only a small portion of the customer base, leading to lower economies of scale in procurement, manufacturing, and distribution.",(A) – (C) – (B),(B) – (A) – (C),(B) – (C) – (A),(C) – (A) – (B),(C) – (B) – (A),5
KSAT_2021_09_고3_영어,37,"주어진 글 다음에 이어질 글의 순서로 가장 적절한 것을 고르시오.
Recently, a number of commercial ventures have been launched that offer social robots as personal home assistants, perhaps eventually to rival existing smart-home assistants.
(A) They might be motorized and can track the user around the room, giving the impression of being aware of the people in the environment. Although personal robotic assistants provide services similar to those of smart-home assistants, their social presence offers an opportunity that is unique to social robots.
(B) Personal robotic assistants are devices that have no physical manipulation or locomotion capabilities. Instead, they have a distinct social presence and have visual features suggestive of their ability to interact socially, such as eyes, ears, or a mouth.
(C) For instance, in addition to playing music, a social personal assistant robot would express its engagement with the music so that users would feel like they are listening to the music together with the robot. These robots can be used as surveillance devices, act as communicative intermediates, engage in richer games, tell stories, or be used to provide encouragement or incentives.",(A) – (C) – (B),(B) – (A) – (C),(B) – (C) – (A),(C) – (A) – (B),(C) – (B) – (A),2
KSAT_2021_09_고3_영어,38,"글의 흐름으로 보아, 주어진 문장이 들어가기에 가장 적절한 곳을 고르시오.
It was not until relatively recent times that scientists came to understand the relationships between the structural elements of materials and their properties.
The earliest humans had access to only a very limited number of materials, those that occur naturally: stone, wood, clay, skins, and so on. ( ① ) With time, they discovered techniques for producing materials that had properties superior to those of the natural ones; these new materials included pottery and various metals. ( ② ) Furthermore, it was discovered that the properties of a material could be altered by heat treatments and by the addition of other substances. ( ③ ) At this point, materials utilization was totally a selection process that involved deciding from a given, rather limited set of materials, the one best suited for an application based on its characteristics. ( ④ ) This knowledge, acquired over approximately the past 100 years, has empowered them to fashion, to a large degree, the characteristics of materials. ( ⑤ ) Thus, tens of thousands of different materials have evolved with rather specialized characteristics that meet the needs of our modern and complex society, including metals, plastics, glasses, and fibers.",1번 위치,2번 위치,3번 위치,4번 위치,5번 위치,4
KSAT_2021_09_고3_영어,39,"글의 흐름으로 보아, 주어진 문장이 들어가기에 가장 적절한 곳을 고르시오.
Personal stories connect with larger narratives to generate new identities.
The growing complexity of the social dynamics determining food choices makes the job of marketers and advertisers increasingly more difficult. ( ① ) In the past, mass production allowed for accessibility and affordability of products, as well as their wide distribution, and was accepted as a sign of progress. ( ② ) Nowadays it is increasingly replaced by the fragmentation of consumers among smaller and smaller segments that are supposed to reflect personal preferences. ( ③ ) Everybody feels different and special and expects products serving his or her inclinations. ( ④ ) In reality, these supposedly individual preferences end up overlapping with emerging, temporary, always changing, almost tribal formations solidifying around cultural sensibilities, social identifications, political sensibilities, and dietary and health concerns. ( ⑤ ) These consumer communities go beyond national boundaries, feeding on global and widely shared repositories of ideas, images, and practices.",1번 위치,2번 위치,3번 위치,4번 위치,5번 위치,5
KSAT_2021_09_고3_영어,40,"다음 글의 내용을 한 문장으로 요약하고자 한다. 빈칸 (A), (B)에 들어갈 말로 가장 적절한 것은?
The computer has, to a considerable extent, solved the problem of acquiring, preserving, and retrieving information. Data can be stored in effectively unlimited quantities and in manageable form. The computer makes available a range of data unattainable in the age of books. It packages it effectively; style is no longer needed to make it accessible, nor is memorization. In dealing with a single decision separated from its context, the computer supplies tools unimaginable even a decade ago. But it also diminishes perspective. Because information is so accessible and communication instantaneous, there is a diminution of focus on its significance, or even on the definition of what is significant. This dynamic may encourage policymakers to wait for an issue to arise rather than anticipate it, and to regard moments of decision as a series of isolated events rather than part of a historical continuum. When this happens, manipulation of information replaces reflection as the principal policy tool.
--> Although the computer is clearly (A) at handling information in a decontextualized way, it interferes with our making (B) judgments related to the broader context, as can be seen in policymaking processes.",competent ...... comprehensive,dominant ...... biased,imperfect ...... informed,impressive ...... legal,inefficient ...... timely,1
KSAT_2021_09_고3_영어,41,"윗글의 제목으로 가장 적절한 것은?
In studies examining the effectiveness of vitamin C, researchers typically divide the subjects into two groups. One group (the experimental group) receives a vitamin C supplement, and the other (the control group) does not. Researchers observe both groups to determine whether one group has fewer or shorter colds than the other. The following discussion describes some of the pitfalls inherent in an experiment of this kind and ways to (a) avoid them. In sorting subjects into two groups, researchers must ensure that each person has an (b) equal chance of being assigned to either the experimental group or the control group. This is accomplished by randomization; that is, the subjects are chosen randomly from the same population by flipping a coin or some other method involving chance. Randomization helps to ensure that results reflect the treatment and not factors that might influence the grouping of subjects. Importantly, the two groups of people must be similar and must have the same track record with respect to colds to (c) rule out the possibility that observed differences in the rate, severity, or duration of colds might have occurred anyway. If, for example, the control group would normally catch twice as many colds as the experimental group, then the findings prove (d) nothing. In experiments involving a nutrient, the diets of both groups must also be (e) different, especially with respect to the nutrient being studied. If those in the experimental group were receiving less vitamin C from their usual diet, then any effects of the supplement may not be apparent.",Perfect Planning and Faulty Results: A Sad Reality in Research,Don’t Let Irrelevant Factors Influence the Results!,Protect Human Subjects Involved in Experimental Research!,What Nutrients Could Better Defend Against Colds?,In-depth Analysis of Nutrition: A Key Player for Human Health,2
KSAT_2021_09_고3_영어,42,"밑줄 친 (a)~(e) 중에서 문맥상 쓰임이 적절하지 않은 것은?
In studies examining the effectiveness of vitamin C, researchers typically divide the subjects into two groups. One group (the experimental group) receives a vitamin C supplement, and the other (the control group) does not. Researchers observe both groups to determine whether one group has fewer or shorter colds than the other. The following discussion describes some of the pitfalls inherent in an experiment of this kind and ways to (a) avoid them. In sorting subjects into two groups, researchers must ensure that each person has an (b) equal chance of being assigned to either the experimental group or the control group. This is accomplished by randomization; that is, the subjects are chosen randomly from the same population by flipping a coin or some other method involving chance. Randomization helps to ensure that results reflect the treatment and not factors that might influence the grouping of subjects. Importantly, the two groups of people must be similar and must have the same track record with respect to colds to (c) rule out the possibility that observed differences in the rate, severity, or duration of colds might have occurred anyway. If, for example, the control group would normally catch twice as many colds as the experimental group, then the findings prove (d) nothing. In experiments involving a nutrient, the diets of both groups must also be (e) different, especially with respect to the nutrient being studied. If those in the experimental group were receiving less vitamin C from their usual diet, then any effects of the supplement may not be apparent.",(a),(b),(c),(d),(e),5
KSAT_2021_09_고3_영어,43,"주어진 글 (A)에 이어질 내용을 순서에 맞게 배열한 것으로 가장 적절한 것은?
When Sally came back home from her photography class, she could hear Katie moving around, chopping things on a wooden cutting board. Wondering what her roommate was doing, (a) she ran to the kitchen. Sally watched Katie cooking something that looked delicious. But Katie didn't notice her because she was too focused on preparing for her cooking test the next day. She was trying to remember what her professor had said in class that day.
(B) Katie, surprised by her roommate's words, turned her head to Sally and sighed, ""I don't know. This is really hard."" Stirring her sauce for pasta, Katie continued, ""Professor Brown said that visual aspects make up a key part of a meal. My recipe seems good, but I can't think of any ways to alter the feeling of the final dish."" Visibly frustrated, (b) she was just about to throw away all of her hard work and start again, when Sally suddenly stopped her.
(C) ""Wait! You don't have to start over. You just need to add some color to the plate."" Being curious, Katie asked, ""How can (c) I do that?"" Sally took out a container of vegetables from the refrigerator and replied, ""How about making colored pasta to go with (d) your sauce?"" Smiling, she added, ""It's not that hard, and all you need are brightly colored vegetables to make your pasta green, orange, or even purple."" Katie smiled, knowing that now she could make her pasta with beautiful colors like a photographer.
(D) In that class, Professor Brown said, ""You have to present your food properly, considering every stage of the dining experience. Imagine you are a photographer."" Recalling what the professor had mentioned, Katie said to herself, ""We need to see our ingredients as colors that make up a picture."" Sally could clearly see that Katie was having a hard time preparing for her cooking test. Trying to make (e) her feel better, Sally kindly asked, ""Is there anything I can do to help?""",(B) – (D) – (C),(C) – (B) – (D),(C) – (D) – (B),(D) – (B) – (C),(D) – (C) – (B),4
KSAT_2021_09_고3_영어,44,"밑줄 친 (a)~(e) 중에서 가리키는 대상이 나머지 넷과 다른 것은?
When Sally came back home from her photography class, she could hear Katie moving around, chopping things on a wooden cutting board. Wondering what her roommate was doing, (a) she ran to the kitchen. Sally watched Katie cooking something that looked delicious. But Katie didn't notice her because she was too focused on preparing for her cooking test the next day. She was trying to remember what her professor had said in class that day.
(B) Katie, surprised by her roommate's words, turned her head to Sally and sighed, ""I don't know. This is really hard."" Stirring her sauce for pasta, Katie continued, ""Professor Brown said that visual aspects make up a key part of a meal. My recipe seems good, but I can't think of any ways to alter the feeling of the final dish."" Visibly frustrated, (b) she was just about to throw away all of her hard work and start again, when Sally suddenly stopped her.
(C) ""Wait! You don't have to start over. You just need to add some color to the plate."" Being curious, Katie asked, ""How can (c) I do that?"" Sally took out a container of vegetables from the refrigerator and replied, ""How about making colored pasta to go with (d) your sauce?"" Smiling, she added, ""It's not that hard, and all you need are brightly colored vegetables to make your pasta green, orange, or even purple."" Katie smiled, knowing that now she could make her pasta with beautiful colors like a photographer.
(D) In that class, Professor Brown said, ""You have to present your food properly, considering every stage of the dining experience. Imagine you are a photographer."" Recalling what the professor had mentioned, Katie said to herself, ""We need to see our ingredients as colors that make up a picture."" Sally could clearly see that Katie was having a hard time preparing for her cooking test. Trying to make (e) her feel better, Sally kindly asked, ""Is there anything I can do to help?""",(a),(b),(c),(d),(e),1
KSAT_2021_09_고3_영어,45,"윗글에 관한 내용으로 적절하지 않은 것은?
When Sally came back home from her photography class, she could hear Katie moving around, chopping things on a wooden cutting board. Wondering what her roommate was doing, (a) she ran to the kitchen. Sally watched Katie cooking something that looked delicious. But Katie didn't notice her because she was too focused on preparing for her cooking test the next day. She was trying to remember what her professor had said in class that day.
(B) Katie, surprised by her roommate's words, turned her head to Sally and sighed, ""I don't know. This is really hard."" Stirring her sauce for pasta, Katie continued, ""Professor Brown said that visual aspects make up a key part of a meal. My recipe seems good, but I can't think of any ways to alter the feeling of the final dish."" Visibly frustrated, (b) she was just about to throw away all of her hard work and start again, when Sally suddenly stopped her.
(C) ""Wait! You don't have to start over. You just need to add some color to the plate."" Being curious, Katie asked, ""How can (c) I do that?"" Sally took out a container of vegetables from the refrigerator and replied, ""How about making colored pasta to go with (d) your sauce?"" Smiling, she added, ""It's not that hard, and all you need are brightly colored vegetables to make your pasta green, orange, or even purple."" Katie smiled, knowing that now she could make her pasta with beautiful colors like a photographer.
(D) In that class, Professor Brown said, ""You have to present your food properly, considering every stage of the dining experience. Imagine you are a photographer."" Recalling what the professor had mentioned, Katie said to herself, ""We need to see our ingredients as colors that make up a picture."" Sally could clearly see that Katie was having a hard time preparing for her cooking test. Trying to make (e) her feel better, Sally kindly asked, ""Is there anything I can do to help?""",Sally는 사진 수업 후 집으로 돌아왔다.,Brown 교수님은 음식에서 시각적인 면이 중요하다고 말했다.,Sally는 냉장고에서 채소가 든 그릇을 꺼냈다.,Sally는 색깔 있는 파스타를 만드는 것이 어렵다고 말했다.,Katie는 요리 시험 준비에 어려움을 겪고 있었다.,4
KSAT_2024_06_고3_영어,18,"다음 글의 목적으로 가장 적절한 것은?
Ethan 2 days ago
Hello, everyone! Welcome back to your favorite online channel, With Ethan. As always, I'm trying to make this channel a place that my followers of all ages can enjoy. Recently, in the comments section, there have been some examples of language that is inappropriate for younger viewers. Also, there have been some comments that are not relevant to this channel. These kinds of comments are unacceptable for a channel like this. I would really like to ask that all of my followers keep these things in mind so that we can all enjoy this channel. I always appreciate your time and support. Please keep watching.",새로 개설한 온라인 채널을 홍보하려고,온라인 생방송 날짜 변경을 공지하려고,부적절한 댓글을 쓰지 않도록 요청하려고,온라인 채널 구독 연령 제한을 고지하려고,온라인 구독자들의 요청 사항을 공유하려고,3
