test_id,number,problem,choice_1,choice_2,choice_3,choice_4,choice_5,answer
KSAT_2022_07_고3_화학Ⅰ,14,"다음은 중화 적정 실험이다.
[실험 과정]
(가) a M CH₃COOH(aq) 20 mL를 준비한다.
(나) (가)의 용액 x mL를 취하여 용액 I을 준비한다.
(다) (나)에서 사용하고 남은 (가)의 용액에 물을 넣어 b M CH₃COOH(aq) 25mL 용액 II를 만든다.
(라) 삼각 플라스크에 용액 I을 모두 넣고 페놀프탈레인 용액을 2~3 방울 떨어뜨린다.
(마) (라)의 용액에 0.1M NaOH(aq)을 한 방울씩 떨어뜨리고, 용액 전체가 붉게 변하는 순간 적정을 멈춘 후 적정에 사용된 NaOH(aq)의 부피(V₁)를 측정한다.
(바) I 대신 II를 사용해서 과정 (라)와 (마)를 반복하여 적정에 사용된 NaOH(aq)의 부피(V₂)를 측정한다.
[실험 결과]
V₁: 25 mL
V₂: 75 mL
b/a × x는? (단, 온도는 25℃로 일정하다.) [3점]",1/5,1/3,1,3,5,4
KSAT_2022_07_고3_화학Ⅰ,19,"다음은 A(g)와 B(g)의 반응에 대한 실험이다.
[화학 반응식]
aA(g) + bB(g) → 2C(g) + aD(g) (a, b는 반응 계수)
[실험 과정]
A(g) x mol이 들어 있는 용기에 B(g)의 질량을 달리하여 넣고 반응을 완결시킨다.
[실험 결과]
실험: I, II, III, IV
넣어 준 B(g)의 질량(g): w, 2w, 3w, 4w
반응 후 C(g)의 양(mol): 1, 2, -, -
전체 기체의 양(mol): 4, 5, -, -
실험 III에서 반응 후 용기에는 C(g)와 D(g)만 있다.
실험 I에서 넣어 준 B(g)의 양을 y mol이라고 했을 때, (a+b) × x/y는? [3점]",3/2,2,3,10/3,15/4,2
KSAT_2022_07_고3_화학Ⅰ,20,"다음은 중화 반응에 대한 실험이다.
[자료]
수용액에서 AOH는 A⁺과 OH⁻으로, H₂B는 H⁺과 B²⁻으로, HC는 H⁺과 C⁻으로 모두 이온화된다.
[실험 과정]
(가) a M AOH(aq) 20mL에 b M H₂B(aq) 5 mL를 첨가하여 혼합 용액 I을 만든다.
(나) I에 c M HC(aq) VmL를 첨가하여 혼합 용액 II를 만든다.
(다) II에 c M HC(aq) 10 mL를 첨가하여 혼합 용액 III 을 만든다.
[실험 결과]
혼합 용액: II, III
음이온의 양(mol): 2, 4
양이온의 양(mol): 3, 5
모든 음이온의 몰 농도(M)의 합은 I과 II가 같다.
a+b/c × V는? (단, 혼합 용액의 부피는 혼합 전 각 용액의 부피의 합과 같고, 물의 자동 이온화는 무시하며, A⁺, B²⁻, C⁻은 반응하지 않는다.) [3점]",3,6,12,15,25,1
KSAT_2024_11_수능_지구과학Ⅱ,16,"다음은 V필터 파장 영역의 절대 등급(M_v)이 4.5인 어느 별의 물리량을 나타낸 것이다.
○ 별까지의 실제 거리 : 1000pc
○ 고유한 색지수: (B-V)_0 = 0.5
○ 색초과: E(B-V) = 1.0
--- B필터 파장 영역에서 관측한 이 별의 겉보기 등급(B등급)은? (단, 성간 소광에 의한 V등급 변화는 색초과의 3배이다.) [3점]",19.0,18.0,17.5,16.0,15.0,1
KSAT_2025_05_고3_물리학Ⅱ,1,"[MultiModal] 그림은 xy평면에 힘 F1, F2를 나타낸 것이다. F1+F2의 방향과 크기로 옳은 것은?","방향 +x, 크기 2N","방향 +x, 크기 3N","방향 -x, 크기 2N","방향 +y, 크기 3N","방향 -y, 크기 2N",2
KSAT_2025_05_고3_물리학Ⅱ,2,"[MultiModal] 그림과 같이 질량이 m인 원판에 중심 O를 향하는 크기가 F인 힘이 수평 방향으로 작용하여 원판이 정지해 있다. 수평면이 원판에 작용하는 힘의 크기는 √5mg이고, 빗면의 경사각은 60°이다. F는? (단, 중력 가속도는 g이고, 원판의 밀도는 균일하며, 원판의 두께, 마찰은 무시한다.) [3점]",(1/2)mg,√3/2mg,√2/2mg,√3mg,mg,4
KSAT_2025_05_고3_물리학Ⅱ,6,"[MultiModal] 그림은 대전되지 않은 도체 P에 대전된 막대 Q를 가까이 가져갔을 때, P 내부의 전하 배치를 보며 학생 A, B, C가 대화하는 모습을 나타낸 것이다. 제시한 내용이 옳은 학생만을 있는 대로 고른 것은?",A,C,"A, B","B, C","A, B, C",3
KSAT_2025_05_고3_물리학Ⅱ,8,"[MultiModal] 그림과 같이 전압이 V로 일정한 전원, 저항값이 각각 3R, 4R, 4R인 저항을 이용하여 회로를 구성하였다. 회로상의 점 P에 흐르는 전류의 세기는? [3점]",V/3R,V/5R,V/7R,V/9R,V/11R,2
KSAT_2025_05_고3_물리학Ⅱ,9,"[MultiModal] 그림과 같이 높이가 d로 같은 점 p, q에서 물체 A, B를 수평 방향으로 각각 3v0, v0의 속력으로 던졌더니 A, B가 각각 포물선 운동하여 수평면상의 점 r에 도달한다. p와 q 사이의 거리는 d이다. r에 도달하는 순간, B의 속력은? (단, A, B는 동일 연직면상에서 운동하고, 물체의 크기는 무시한다.) [3점]",(√3/2)v0,(√15/2)v0,4v0,(√17/2)v0,(√25/2)v0,4
KSAT_2025_05_고3_물리학Ⅱ,12,"[MultiModal] 그림은 질량이 m인 물체 A가 추와 실로 연결되어 등속 원운동을 하는 모습을 나타낸 것이다. 연직 방향으로 세운 관의 끝점 O에서 A까지 실의 길이는 l이고, A의 원운동의 주기는 π√(l/g) 이다. A에 작용하는 구심력의 크기는? (단, 중력 가속도는 g이고, 물체의 크기와 실의 질량, 관의 두께, 마찰은 무시한다.) [3점]",2√3mg,√15mg,4mg,√17mg,3√2mg,2
KSAT_2025_05_고3_물리학Ⅱ,13,"[MultiModal] 그림은 수평면상의 점 p에서 수평면에 대해 비스듬히 던져진 물체가 포물선 운동하여 점 q를 수평 방향과 θ의 각도를 이루며 지나 수평면상의 점 r에 도달한 것을 나타낸 것으로, tanθ = √3/2 이다. 물체의 수평 이동 거리는 p에서 q까지 7d이고, q에서 r까지 d이다. r에 도달하는 순간 물체의 운동 에너지는 E0이다. q에서 물체의 중력 퍼텐셜 에너지는? (단, 수평면에서 물체의 중력 퍼텐셜 에너지는 0이고, 물체의 크기는 무시한다.)",(1/3)E0,(1/4)E0,(2/5)E0,(1/2)E0,(3/5)E0,1
KSAT_2025_05_고3_물리학Ⅱ,18,"[MultiModal] 그림과 같이 길이가 8L, 질량이 7m인 막대가 수평을 이루며 정지해 있다. 막대의 오른쪽 끝은 중심이 O인 원판과 접촉해 있고, 막대의 왼쪽 끝은 원판과 실로 연결되어 있다. 막대의 왼쪽 끝으로부터 x만큼 떨어진 위치에 물체가 매달려 있다. 막대가 원판에 작용하는 힘의 방향과 실이 원판에 작용하는 힘의 방향은 서로 수직이다. 물체와 원판의 질량은 각각 6m, 4m이다. 원판을 당기는 실이 수평 방향과 이루는 각은 45°이다. x는? (단, 막대와 원판의 밀도는 균일하며, 막대의 두께와 폭, 원판의 두께, 실의 질량, 마찰은 무시한다.) [3점]",(11/4)L,(23/4)L,(13/2)L,(15/4)L,(17/2)L,4
KSAT_2025_05_고3_물리학Ⅱ,20,"[MultiModal] 그림과 같이 물체가 xy평면상에서 등가속도 운동하여 점 p, q를 지난다. x축상의 x=3L인 점에서 물체의 운동 방향은 -x방향이고, y축상의 y=2L인 점에서 물체의 운동 방향은 +y방향이다. p, q의 위치는 각각 (12L, 2L), (3L, 8L)이다. p에서 물체의 속력은 v0이다. q에서 물체의 속력은? (단, 물체의 크기는 무시한다.)",(√10/4)v0,(√10/3)v0,(√10/5)v0,(√10/6)v0,(√10/7)v0,2
KSAT_2023_10_고3_물리학Ⅰ,6,"[MultiModal] 그림은 각각 0초일 때와 0.2초일 때, 매질 P, Q에서 x축과 나란하게 진행하는 파동의 변위를 위치 x에 따라 나타낸 것이다. P에서 파동의 속력은 5m/s이다.
--- 변위 매질 P 매질 Q A, 0, 2, 4, 6, 8 x(m), -A (0초일 때)
변위 매질 P 매질 Q A, 0, 2, 4, 6, 8 x(m), -A (0.2초일 때)",P에서의 파장은 2m이다.,P에서의 진폭은 2A이다.,주기는 0.8초이다.,+x방향으로 진행한다.,Q에서의 속력은 10m/s이다.,3
KSAT_2023_10_고3_물리학Ⅰ,11,"[MultiModal] 그림과 같이 마찰이 없는 수평면에서 속력 200으로 등속도 운동하던 물체 A, B가 각각 풀 더미와 벽으로부터 시간 2to, to 동안 힘을 받은 후 속력 으로 운동한다. A의 운동 방향은 일정하고, B의 운동 방향은 충돌 전과 후가 반대이다. A, B의 질량은 각각 m, 2m이다.
--- m A 200, 2m B 200, 벽",1:1,1:4,1:6,1:8,1:12,5
KSAT_2023_10_고3_물리학Ⅰ,14,"[MultiModal] 그림 (가)와 같이 질량 m인 물체 A~C가 점 O를 연결한 전동차의 속력이 2m/s인 구간을 나타낸 것이다. 그림 (나)는 (가)에서 실이 끊어진 순간부터 C의 속력을 시간에 따라 나타낸 것이다. ㉠과 ㉡은 각각 p와 q 중 하나이다.
--- (가) 실 끊어지지 전과 후 A m, B 2m, C 1kg, 2m/s
(나) C의 속력 (m/s), 시간 (초) 0.1 초 일 때 A의 속력은?",1.6 m/s,1.8 m/s,2.2 m/s,2.4 m/s,2.6 m/s,4
KSAT_2023_10_고3_물리학Ⅰ,15,"[MultiModal] 그림 (가)와 같이 기능성 정전류 전원 장치 A, B, C가 전원 오차 D가 ㉠2m에 고정되어 있다. A~D의 각 간격은 2m이다. C, D는 화살표 방향으로 전기가 흐른다. 표는 ㉡유전 상수가 ㉠p, q에서 A~D는 A~D의 전류에 의한 자기장의 세기를 나타낸 것이다. p에서 A, B, C까지의 거리는 2m이다.
--- (가) B A D C 120도 P 전원장치 (나) C D
(나) 전류의 전압, 전류의 전하량, 전압, 전력, 전하량, 전력
[실험 과정]
(가) 자석이 Q에 접근할 때, P에 전류가 흐른다.
(나) '작게'는 ㉠에 해당한다.
(다) (나)에서 자석과 Q 사이에는 서로 당기는 자기력이 작용한다.","A, B, C, D가 각각 p, p, q, q에 해당한다.","A, B, C, D가 각각 p, q, p, q에 해당한다.","A, B, C, D가 각각 p, q, q, p에 해당한다.","A, B, C, D가 각각 q, p, p, q에 해당한다.","A, B, C, D가 각각 q, p, q, p에 해당한다.",2
KSAT_2023_10_고3_물리학Ⅰ,18,"[MultiModal] 그림과 같이 빗면의 마찰 구간 I에서 일정한 속력 v로 직선 운동한 물체가 마찰 구간 II를 속력 v로 빠져나왔다. 점 p~s는 각각 I 또는 Ⅱ의 양 끝점이고, p와 q, r과 s의 높이차는 모두 h이다. I과 Ⅱ에서 물체의 역학적 에너지 감소량은 p에서 물체의 운동 에너지의 4배로 같다.
--- 마찰 구간 I (p, q), 마찰 구간 II (r, s)",v,√6v,2√2v,3v,4v,4
KSAT_2025_03_고3_화학Ⅰ,3,"[MultiModal] 그림은 용기에 A₂B와 C₂를 넣고 반응을 완결시켰을 때, 반응 전과 후 용기에 들어 있는 물질을 나타낸 것이다. 원자량 비는 A:C=7:8이다.
y/x는? (단, A~C는 임의의 원소 기호이다.)",3/17,9/17,23/9,11/3,46/9,3
KSAT_2025_03_고3_화학Ⅰ,5,"[MultiModal] 다음은 자연계에 존재하는 X₂와 Y₂에 대한 자료이다.
○ X와 Y의 동위 원소는 각각 2가지이다.
자연계에 존재하는 XY의 분자량에 따른 존재 비율(상댓값)을 나타낸 것으로 가장 적절한 것은? (단, X와 Y는 임의의 원소 기호이다.)",1번 이미지,2번 이미지,3번 이미지,4번 이미지,5번 이미지,4
KSAT_2025_03_고3_화학Ⅰ,8,"다음은 0.2M A(aq)을 만드는 3가지 실험이다.
○ 0.1M A(aq) 200mL에 A(s) nmol을 모두 녹이고 물을 넣어 0.2M A(aq) 250mL를 만든다.
○ 0.1M A(aq) VmL와 0.4M A(aq) 100mL를 혼합한 후 물을 넣어 0.2M A(aq) 250mL를 만든다.
○ xM A(aq) VmL에 물을 넣어 0.2M A(aq) 250 mL를 만든다.
nV/x는?",5/2,10/3,3/4,4/6,9/2,4
KSAT_2025_03_고3_화학Ⅰ,10,"다음은 원소 X, Y와 관련된 산화 환원 반응에 대한 자료이다. 반응물과 생성물에서 산소(O)의 산화수는 모두 -2이다.
○ 화학 반응식: aXO₂ + bYO⁺ + cH⁺ → dXO⁺ + eY₂ + fH₂O (a~f는 반응 계수)
○ 산화제와 환원제는 3:1의 몰비로 반응한다.
n X d+f / a+b 는? (단, X와 Y는 임의의 원소 기호이다.)",1/2,1,3/2,2,3,2
KSAT_2025_03_고3_화학Ⅰ,12,"다음은 아세트산(CH₃COOH) 수용액 A의 농도를 구하기 위한 중화 적정 실험이다. CH₃COOH의 분자량은 60이다.
[실험 과정]
(가) A 20mL의 질량을 측정한다.
(나) (가)의 수용액을 삼각 플라스크에 모두 넣고, 페놀프탈레인 용액을 2~3방울 떨어뜨린다.
(다) (나)의 삼각 플라스크에 혼합 용액 전체가 붉은색으로 변하는 순간까지 0.1M NaOH(aq)을 가하고, 적정에 사용된 NaOH(aq)의 부피를 측정한다.
[실험 결과]
○ (가)에서 A 20mL의 질량: w g
○ (다)에서 적정에 사용된 NaOH(aq)의 부피: V mL
○ A의 몰 농도: M
○ A 1g에 들어 있는 CH₃COOH의 질량: g
㉠과 ㉡으로 옳은 것은? (단, 온도는 일정하다.)","① 3V/200, V/500w","② V/200, 3V/200w","③ V/100, V/200w","④ V/20, V/200w","⑤ 3V/20, V/500w",1
KSAT_2025_03_고3_화학Ⅰ,14,"[MultiModal] 그림은 XY₂(g) 11g이 들어 있는 실린더에 Z₂(g), Z₂Y(g)를 순서대로 넣었을 때, 넣어 준 기체의 질량에 따른 실린더 속 전체 기체의 부피를 나타낸 것이다. Y의 질량 / 전체 기체의 질량의 비는 (가): (나) = 24:25이고, 기체의 온도와 압력은 일정하다.
XY₂의 분자량 / Z의 원자량은? (단, X~Z는 임의의 원소 기호이고, XY₂, Z₂, Z₂Y는 서로 반응하지 않는다.)",50/7,22/3,70/3,44/3,220/3,4
KSAT_2025_03_고3_화학Ⅰ,19,"[MultiModal] 다음은 A(g)와 B(g)가 반응하여 C(g)와 D(l)가 생성되는 반응의 화학 반응식이다.
aA(g) + bB(g) → 5C(g) + aD(l) (a, b는 반응 계수)
그림 (가)는 실린더에 A(g)와 B(g)를 넣은 것을, (나)는 반응의 진행 과정 중 한 순간을, (다)는 반응이 완결된 것을 나타낸 것이다. D의 분자량 / A의 분자량 = 3/5이고, D(l)의 부피는 무시한다.
x × b/a는? (단, 실린더 속 기체의 온도와 압력은 일정하다.)",3/5,1,6/5,4/2,9/2,4
KSAT_2022_07_고3_물리학Ⅰ,3,"[MultiModal] 그림과 같이 물체 A, B를 실로 연결하고 빗면의 점 p에서 A를 잡고 있다가 가만히 놓았더니 A, B가 등가속도 운동을 하다가 A가 점 q를 지나는 순간 실이 끊어졌다. 이후 A는 등가속도 직선 운동을 하여 다시 p를 지난다. A가 p에서 q까지 6m 이동하는 데 걸린 시간은 3초이고, q에서 p까지 6m 이동하는 데 걸린 시간은 1초이다. A와 B의 질량은 각각 mA, mB이다. m_A/m_B 는? (단, 중력 가속도는 10 m/s²이고, 실의 질량, A와 B의 크기, 모든 마찰과 공기 저항은 무시한다.)",1/8,3/10,3/2,13/10,13/8,5
KSAT_2022_07_고3_물리학Ⅰ,8,"[MultiModal] 그림은 동일 직선상에서 각각 일정한 속력으로 운동하는 물체 A와 B 사이의 거리를 시간 t에 따라 나타낸 것이다. t=0부터 t=1초까지 A와 B는 서로를 향해 운동하여 t=1초인 순간 충돌하고, t=1초 이후 A와 B의 운동 방향은 충돌 전 A의 운동 방향과 같다. 질량은 A가 B의 2배이고, 충돌 후 운동량의 크기는 B가 A의 2배이다. 충돌 전 A, B의 속력을 각각 vA, vB라 할 때, vA:vB는?",1:1,1:2,1:5,2:1,5:1,4
KSAT_2022_07_고3_물리학Ⅰ,18,"[MultiModal] 그림 (가)와 같이 물체 A가 수평면에서 용수철이 달린 정지해 있는 물체 B를 향해 등속 직선 운동한다. 그림 (나)는 (가)에서 A와 B가 충돌하고 분리된 후 B가 수평면에서 등속 직선 운동하는 모습을 나타낸 것이다. (나)에서 B의 속력은 (가)에서 A의 속력의 2/3배이고, 질량은 B가 A의 2배이다. 용수철이 압축되는 동안 용수철에 저장되는 탄성 퍼텐셜 에너지의 최댓값을 E₁, (나)에서 B의 운동 에너지를 E₂라 할 때 E₁/E₂는? (단, 충돌 과정에서 역학적 에너지 손실은 없고, 용수철의 질량, 모든 마찰과 공기 저항은 무시한다.)",2/9,3/4,2/3,4/3,3/2,4
KSAT_2022_10_고3_생명과학Ⅰ,5,"[MultiModal] 다음은 대사량과 대사성 질환에 대한 학생 A~C의 발표 내용이다.
제시한 내용이 옳은 학생만을 있는 대로 고른 것은?",A,B,"A, C","B, C","A, B, C",3
KSAT_2022_06_고3_생명과학Ⅰ,9,"[MultiModal] 다음은 생물 다양성에 대한 학생 A~C의 대화 내용이다.
학생 A: 같은 종의 무당벌레에서 색과 무늬가 다양하게 나타나는 것은 유전적 다양성에 해당해.
학생 B: 한 생태계 내에 존재하는 종 수가 같을 때 전체 개체 수에서 각 종이 차지하는 비율이 균등할수록 종 다양성은 낮아져.
학생 C: 생물 종의 다양한 정도를 생태계 다양성이라고 해.
제시한 내용이 옳은 학생만을 있는 대로 고른 것은?",A,B,"A, C","B, C","A, B, C",1
KSAT_2022_09_고3_물리학Ⅱ,1,"다음은 아인슈타인이 제시한 이론에 대한 설명이다.

아인슈타인의 (A) 이론에 따르면 질량이 매우 큰 천체는 볼록 렌즈와 같은 역할을 하여 근처를 지나는 빛의 경로를 휘게 한다. 이를 (B) 효과라고 한다.

A, B로 가장 적절한 것은?","A: 일반 상대성, B: 광전","A: 일반 상대성, B: 도플러","A: 일반 상대성, B: 중력 렌즈","A: 특수 상대성, B: 도플러","A: 특수 상대성, B: 중력 렌즈",3
KSAT_2022_09_고3_물리학Ⅱ,2,"[MultiModal] 그림은 보어의 수소 원자 모형에 대해 학생 A, B, C가 대화하는 모습을 나타낸 것이다.

제시한 내용이 옳은 학생만을 있는 대로 고른 것은?",A,B,C,"A, B","A, C",3
KSAT_2022_09_고3_물리학Ⅱ,5,"[MultiModal] 그림은 수평면으로부터 높이 h인 곳에서 속력 v1으로 비스듬하게 위로 던져진 물체가 포물선 운동을 하는 모습을 나타낸 것이다. 물체의 속력은 최고점에서는 v2이고, 수평면에 닿기 직전에는 v3이다.

v1, v2, v3을 비교한 것으로 옳은 것은?",v3 > v2 > v1,v3 > v1 > v2,v2 > v3 > v1,v1 > v3 > v2,v1 > v2 > v3,2
KSAT_2022_09_고3_물리학Ⅱ,6,"[MultiModal] 다음은 교류 회로에 대한 실험이다.

[실험 과정]
(가) 그림과 같이 전압의 최댓값이 일정한 교류 전원과 전류계, 저항, 축전기, 코일, 스위치 S를 이용하여 회로를 구성한다.
(나) S를 a, b, c에 연결하고 교류 전원의 진동수만 변화시키면서 회로에 흐르는 전류의 세기 I를 측정한다.

[실험 결과]
○ X, Y, Z는 a, b, c를 순서 없이 나타낸 것이다.

X, Y, Z로 옳은 것은?","X: a, Y: b, Z: c","X: a, Y: c, Z: b","X: b, Y: a, Z: c","X: b, Y: c, Z: a","X: c, Y: a, Z: b",4
KSAT_2022_09_고3_물리학Ⅱ,8,"[MultiModal] 그림과 같이 광전 효과로 인해 금속판 표면에서 최대 운동 에너지를 가지고 방출되어 등속도 운동을 하는 광전자가 균일한 전기장 영역에 +x방향으로 입사하여 등가속도 운동을 한다. 단색광의 진동수는 f, 전자의 전하량은 -e이다. 세기는 E이고 방향은 +x방향인 전기장 영역에서 광전자가 도달하는 최대 거리는 L이다.

금속의 일함수는? (단, h는 플랑크 상수이다.)",hf - eEL,hf - 2eEL,hf - eEL/2,hf + eEL/2,hf + 2eEL,2
KSAT_2022_09_고3_물리학Ⅱ,9,"[MultiModal] 그림과 같이 금속 A, B를 연결하여 만든 원통형 저항 X, Y를 전압이 일정한 전원에 연결하여 회로를 구성하였다. 표는 X, Y를 이루는 A, B의 단면적과 길이를 나타낸 것이고, A, B의 비저항은 각각 ρ0, 2ρ0이다. X와 Y에서 소비되는 전력은 각각 PX, PY이다.

PX : PY는?",1:3,1:2,1:1,3:2,2:1,1
KSAT_2022_09_고3_물리학Ⅱ,12,"[MultiModal] 그림과 같이 실에 연결하여 점 p에서 가만히 놓은 물체 A가 점 q를 지나는 순간 실이 끊어지고, 이때 점 r에서 수평면에 대해 60°의 방향으로 물체 B가 발사된다. A, B는 각각 포물선 운동을 하여 점 s에서 만난다. 실의 길이는 l이고, A와 B의 질량은 각각 2m, m이다. A가 p에 있을 때 실이 연직선과 이루는 각은 60°이며, 실이 천장에 매달린 점과 q, r는 동일 연직선상에 있다. s는 B의 포물선 경로에서 최고점이고, s에서 A와 B의 운동 에너지의 합은 E0이다.

E0은? (단, 중력 가속도는 g이고, 물체의 크기와 실의 질량은 무시한다.)",7/2 mgl,9/4 mgl,9/2 mgl,11/2 mgl,11/4 mgl,3
KSAT_2022_09_고3_물리학Ⅱ,13,"[MultiModal] 그림과 같이 진동수 f0인 음파를 발생시키는 음원이 직선상에서 운동한다. 음파 측정기를 향해 v의 속력으로 등속도 운동을 하던 음원은 길이가 d인 구간 S에서 가속도 a로 등가속도 운동을 한 후, 등속도 운동을 한다. 음원이 점 p, q를 지날 때 발생한 음파를 S에 고정된 음파 측정기가 측정한 진동수는 각각 f1, f2이며, f1 : f2 = 4:3이다.

a의 크기는? (단, 음속은 v이고, 음원의 크기는 무시한다.)",v^2 / 200d,v^2 / 100d,3v^2 / 200d,v^2 / 50d,v^2 / 40d,3
KSAT_2022_09_고3_물리학Ⅱ,14,"[MultiModal] 그림과 같이 받침대에 놓인 막대 위에서 학생이 막대에 연결된 실을 F의 힘으로 잡아당기고 있을 때 막대가 수평을 유지하고 있다. 막대와 받침대의 길이는 각각 10L, L이고, 막대와 학생의 질량은 각각 m이다.

막대가 수평을 유지하기 위한 F의 최댓값은? (단, 중력 가속도는 g이며, 막대의 밀도는 균일하고, 막대의 두께와 폭, 학생의 크기, 실의 질량, 모든 마찰은 무시한다.)",hf - 2eEL,hf - eEL / 2,hf - eEL / 2,hf + eEL / 2,hf + 2eEL,5
